-0.0365897 -0.326045 0.205287 5.19962
-0.322557 0.0100818 -0.157991 9.46901
0.13876 0.0602098 0.637403 11.1258
0.111516 -0.0383526 -0.101044 9.70045
-0.206146 0.392526 -0.280753 0.363563
-0.80171 -0.604586 0.0151104 1.87061
-0.268387 -0.00394994 -0.0554041 4.55757
-0.203836 0.113074 -0.224782 10.1495
0.420692 0.24177 -0.10057 12.2691
0.201771 -0.0855344 0.34526 5.27888
-0.394283 -0.0393246 -0.141288 15.0396
0.0216812 -0.121682 -0.094577 4.93854
-0.182088 -0.478898 -0.296436 11.6282
0.239142 -0.291525 0.470871 -2.95342
0.0476216 -0.0485713 0.425452 8.40774
-0.598092 0.15468 -0.359263 4.91512
0.335024 0.167199 -0.430717 10.646
-0.034208 -0.125371 -0.314498 3.68695
-0.0404539 -0.330283 0.223832 5.57509
-0.0247334 0.00565322 0.342523 4.59954
-0.0473549 0.398307 0.330648 5.79565
0.135171 0.038075 -0.555731 5.35405
0.297181 -0.0678476 0.279021 0.548585
0.297272 0.601434 -0.0365284 5.25581
0.232744 -0.856972 0.403594 2.03192
-0.0793295 -0.174057 0.480931 2.52816
0.27454 0.14735 -0.372364 8.31228
0.168432 -0.277638 -0.29669 4.17718
-0.21129 0.275325 -0.115015 2.85555
0.361032 -0.134832 -0.0821901 2.97553
0.359327 0.164222 0.209249 -4.93129
0.396669 0.0210575 -0.308377 10.3824
0.497094 0.215473 0.0473082 -6.19947
-0.0444303 0.741155 0.240115 8.45954
-0.585789 -0.312148 -0.640069 4.06855
-0.303199 0.35221 0.271523 3.40365
0.61168 -0.149989 -0.3219 6.86196
0.0972679 -0.0463019 0.359938 -7.75029
0.471122 -0.118593 0.31688 6.48198
0.244253 0.00246513 -0.0658568 7.42292
-0.44099 0.0683157 0.433674 0.0307963
0.262835 -0.19461 -0.0932426 -3.52359
-0.148814 -0.249071 0.673994 6.52462
-0.748418 -0.542086 0.249734 3.40224
-0.00323779 -0.147256 0.0767607 3.89029
0.50577 -0.284448 0.0867832 3.65616
-0.148525 -0.473043 0.073431 16.8908
0.112116 0.0697622 -0.431328 1.54068
-0.0792183 -0.376973 0.268041 0.471589
0.149417 0.226917 0.245 9.88353
-0.0357791 0.0140194 0.194452 -2.83231
-0.354617 -0.0932522 -0.0915612 1.21972
0.121175 0.0437031 -0.0449881 4.39418
0.0112967 -0.223567 0.00986293 5.30117
-0.216317 0.160137 -0.0812147 9.80563
-0.243954 0.239672 0.309795 -5.81434
-0.0546337 0.172415 -0.473285 -5.06413
-0.0819218 0.043328 -0.447843 1.24588
0.125377 0.215502 -0.230167 -1.24537
-0.670289 -0.490292 0.340779 8.28424
0.38028 0.0109854 0.33648 -4.11156
-0.435569 0.077822 -0.154922 5.62931
-0.215803 -0.422653 -0.0535194 5.49717
-0.469179 0.129092 -0.602271 2.45758
0.128189 -0.0264717 0.177593 6.7797
0.0573686 -0.212692 -0.0824418 12.7099
0.359771 0.31638 -0.16392 2.72979
-0.327585 -0.11492 0.0208692 2.06958
-0.0362899 0.0225242 -0.0372561 7.13162
0.227918 -0.373235 0.0213158 11.9473
0.315417 0.746309 0.172641 9.72205
0.591748 0.0340085 -0.877402 16.0801
0.00715941 -0.151973 0.644671 4.54261
0.300718 -0.0385235 0.577087 14.3419
-0.305105 0.287479 0.0742522 8.13942
-0.53552 0.0950852 -0.0641952 -3.52189
0.160392 0.0557459 0.111951 12.3228
-0.208479 0.23785 -0.550049 0.582163
0.421656 -0.0112832 -0.0648497 -2.23172
-0.0629401 -0.152504 0.0524558 -6.38061
-0.535135 0.0533561 0.38104 5.71712
0.106119 -0.0502287 0.061608 8.94977
-0.107978 0.0553425 0.527801 8.42244
-0.251384 -0.00983972 0.288388 8.97752
0.450086 -0.293971 -0.0128758 -1.43961
-0.243692 -0.0236191 -1.11159 13.48
-0.0499553 -0.228322 0.0993005 -5.82265
-0.398482 -0.323403 0.0922039 12.0352
-0.134692 0.342248 0.656007 1.68996
-0.0905515 -0.26842 -0.125246 11.9545
-0.371907 0.334887 0.221017 -5.35921
0.0537008 0.128792 0.319205 5.72606
-0.360428 -0.0439415 0.326713 -0.963788
0.18389 -0.281564 0.230157 -2.0262
-0.197151 -0.0585883 -0.575327 -0.64464
0.491644 -0.293606 0.710696 -3.19934
0.308898 0.0813675 0.0316611 9.68397
-0.418975 0.36798 0.41136 8.05419
-0.594994 0.117523 -0.511027 7.61597
-0.131868 -0.43877 0.167727 -7.15514
0.139839 -0.126448 0.452318 1.98325
0.324762 -0.143185 0.0525263 16.6856
-0.245139 -0.167052 0.0623073 8.88764
0.262866 -0.41332 -0.0911978 15.7049
-0.275911 -0.245544 0.168451 9.01731
-0.00841399 0.0251346 0.157538 0.981047
